voucher_number,voucher_date,branch_code,supplier,status,amount
P001459,2025-08-16,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8368.58
P001460,2025-08-16,ACCOUNTS,VINOD--CO,FINAL,35050.00
P001461,2025-08-16,ACCOUNTS,VINOD--CO,FINAL,12905.00
P001463,2025-08-16,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,48600.00
P001464,2025-08-16,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,21863.29
P001465,2025-08-16,ACCOUNTS,Q BAGS PVT LTD,FINAL,18392.70
P001466,2025-08-16,ACCOUNTS,FRESH-FOOD,FINAL,3825.00
P001467,2025-08-16,ACCOUNTS,SIBI-STORE,FINAL,57240.00
P001468,2025-08-16,ACCOUNTS,313 STAR TRADE LINK,FINAL,11124.00
P001469,2025-08-16,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,630.00
P001470,2025-08-16,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,773.00
P001471,2025-08-16,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1284.00
P001472,2025-08-16,ACCOUNTS,MURALYA-DAIRY,FINAL,671.33
P001473,2025-08-16,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,760.00
P001474,2025-08-16,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,350.00
P001475,2025-08-16,ACCOUNTS,MURALYA-DAIRY,FINAL,315.00
P001476,2025-08-16,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1474.00
P000174,2025-08-16,CGN,VARIETY FASHION 9995304220,FINAL,12089.28
P000175,2025-08-16,CGN,VALIYAVEEDANS-AGENCIES,FINAL,16495.53
P000176,2025-08-16,CGN,PUNARTHAM AGENIES 9995692927,FINAL,20579.69
P001477,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,258.00
P001478,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,488.00
P001479,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,506.00
P001480,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1047.00
P001481,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,152.00
P001482,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,385.00
P001483,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,670.00
P001484,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1175.00
P001485,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,607.00
P001486,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1465.00
P001487,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,215.00
P001488,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,487.00
P001489,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,265.00
P001490,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1233.00
P001491,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1291.00
P001492,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,1005.00
P001493,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,324.00
P001494,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1111.00
P001495,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,755.00
P001496,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,678.00
P001499,2025-08-18,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1805.00
P001500,2025-08-18,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2880.00
P001501,2025-08-18,ACCOUNTS,MURALYA-DAIRY,FINAL,2191.00
P001502,2025-08-18,ACCOUNTS,M.H TRADERS 9895683835,FINAL,14525.00
P001503,2025-08-18,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,32000.00
P001504,2025-08-18,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8834.00
P001505,2025-08-19,ACCOUNTS,VINOD--CO,FINAL,6405.00
P001506,2025-08-19,ACCOUNTS,VINOD--CO,FINAL,17400.00
P001507,2025-08-19,ACCOUNTS,VINOD--CO,FINAL,25250.00
P001508,2025-08-19,ACCOUNTS,USHAS-ENTERPRISES,FINAL,42720.80
P001509,2025-08-19,ACCOUNTS,M.H TRADERS 9895683835,FINAL,12177.01
P001510,2025-08-19,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,8937.01
P001511,2025-08-19,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,343.00
P001512,2025-08-19,ACCOUNTS,A.ABDUL-SALAM,FINAL,2501.01
P001513,2025-08-19,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,2960.00
P001514,2025-08-19,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,10500.00
P001515,2025-08-19,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,31000.00
P001516,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,231.00
P001517,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1305.00
P001518,2025-08-19,ACCOUNTS,MURALYA-DAIRY,FINAL,1005.00
P001519,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,272.00
P001520,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,925.00
P001521,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,418.00
P001522,2025-08-19,ACCOUNTS,MURALYA-DAIRY,FINAL,1135.33
P001523,2025-08-19,ACCOUNTS,MURALYA-DAIRY,FINAL,508.00
P001524,2025-08-19,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1468.00
P001525,2025-08-19,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,16337.00
P001526,2025-08-19,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,6425.99
P001527,2025-08-19,ACCOUNTS,M.H TRADERS 9895683835,FINAL,13775.01
P001528,2025-08-19,ACCOUNTS,A.ABDUL-SALAM,FINAL,1800.00
P001529,2025-08-20,ACCOUNTS,SHREE-MAHAVEER-TRADERS,FINAL,11925.00
P001530,2025-08-20,ACCOUNTS,VALAVI-AGENCIES,FINAL,13550.70
P001531,2025-08-20,ACCOUNTS,P.K.V.-TRADERS,FINAL,21540.00
P001532,2025-08-20,ACCOUNTS,E-P-JOSEPH--COMPANY,FINAL,74930.00
P001533,2025-08-20,ACCOUNTS,CALCUTTA TRADING CO 9447068888,FINAL,12720.00
P001534,2025-08-20,ACCOUNTS,PRINTSHOP 04842398151,FINAL,2478.00
P001535,2025-08-20,ACCOUNTS,FORTUNE-COMMERCIAL-CO,FINAL,155000.50
P001536,2025-08-20,ACCOUNTS,NKP-TRADES-IMPEX,FINAL,127871.00
P001537,2025-08-20,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,63180.00
P001538,2025-08-20,ACCOUNTS,313 STAR TRADE LINK,FINAL,11043.00
P001539,2025-08-20,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,28867.34
P001540,2025-08-20,ACCOUNTS,SIBI-STORE,FINAL,82031.39
P001541,2025-08-20,ACCOUNTS,HOTELIERS-CHOICE,FINAL,10999.97
P001542,2025-08-20,ACCOUNTS,HOTELIERS-CHOICE,FINAL,16193.00
P001543,2025-08-20,ACCOUNTS,HOTELIERS-CHOICE,FINAL,8353.72
P001544,2025-08-20,ACCOUNTS,M.H.-EGG-MERCHANT,FINAL,10580.00
P001545,2025-08-20,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,20080.00
P001546,2025-08-20,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,20442.90
P001547,2025-08-20,ACCOUNTS,A.ABDUL-SALAM,FINAL,1911.00
P000177,2025-08-20,CGN,COMMERCIAL-COMBINES,FINAL,85557.75
P000178,2025-08-20,CGN,V VENTURES 9074682810,FINAL,30597.00
P000179,2025-08-20,CGN,V VENTURES 9074682810,FINAL,30984.00
P001548,2025-08-20,ACCOUNTS,SUPER-TRADERS,FINAL,155141.14
P000180,2025-08-20,CGN,REEMS SODA PRODUCTS 9947520504,FINAL,4440.00
P001549,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,786.00
P001550,2025-08-20,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,670.00
P001551,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,480.00
P001552,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1158.00
P001553,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,584.00
P001554,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1054.00
P001555,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,422.00
P001556,2025-08-20,ACCOUNTS,MURALYA-DAIRY,FINAL,375.00
P001557,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1332.00
P001558,2025-08-20,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1080.00
P001559,2025-08-20,ACCOUNTS,MURALYA-DAIRY,FINAL,2372.00
P000181,2025-08-20,CGN,SNEHA-ENTERPRISES,FINAL,15112.71
P001560,2025-08-21,ACCOUNTS,STALLION-SYSTEMS--SOLUTIONS-PVT.-LTD.,FINAL,25145.00
P001561,2025-08-21,ACCOUNTS,PAPERLOOM INDUSTRIES 9746914235,FINAL,5746.01
P001562,2025-08-21,ACCOUNTS,LAKSHMI INDUSTRIES 8281356352,FINAL,26432.00
P001563,2025-08-21,ACCOUNTS,STALLION-SYSTEMS--SOLUTIONS-PVT.-LTD.,FINAL,9664.00
P001564,2025-08-21,ACCOUNTS,313 STAR TRADE LINK,FINAL,13197.60
P001565,2025-08-21,ACCOUNTS,MAMVILAYIL-MEDINEEDS,FINAL,3465.00
P001566,2025-08-21,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,4312.00
P001567,2025-08-21,ACCOUNTS,M.H TRADERS 9895683835,FINAL,13827.01
P001568,2025-08-21,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,14967.00
P001569,2025-08-21,ACCOUNTS,A.ABDUL-SALAM,FINAL,3099.01
P001570,2025-08-21,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,29008.00
P001571,2025-08-21,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,16756.47
P001572,2025-08-21,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,14081.05
P000182,2025-08-21,CGN,SNEHA-ENTERPRISES,FINAL,19030.02
P000183,2025-08-21,CGN,ZAM-ZAM-TRADE-LINK,FINAL,41732.79
P000184,2025-08-21,CGN,A.S.K-ENTERPRISES,FINAL,11288.56
P000185,2025-08-21,CGN,USHAS-ENTERPRISES,FINAL,31838.72
P001573,2025-08-22,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,12986.00
P001574,2025-08-22,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,280.00
P001575,2025-08-22,ACCOUNTS,M.H TRADERS 9895683835,FINAL,14198.01
P001576,2025-08-22,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5469.00
P001577,2025-08-22,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,10500.00
P001578,2025-08-22,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7118.50
P001579,2025-08-22,ACCOUNTS,QUICK FOODS 9746597358,FINAL,3722.88
P001580,2025-08-22,ACCOUNTS,USHAS-ENTERPRISES,FINAL,39114.85
P001581,2025-08-22,ACCOUNTS,ENRICH ASSOCIATE 9895683835,FINAL,11550.00
P001582,2025-08-22,ACCOUNTS,SUPER-TRADERS,FINAL,5850.00
P001583,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,724.00
P001584,2025-08-22,ACCOUNTS,MURALYA-DAIRY,FINAL,486.80
P001585,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,820.00
P001586,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1309.00
P001587,2025-08-22,ACCOUNTS,MURALYA-DAIRY,FINAL,821.70
P001588,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,795.00
P001589,2025-08-22,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001590,2025-08-22,ACCOUNTS,MURALYA-DAIRY,FINAL,315.00
P001591,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1750.00
P001592,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,266.00
P001593,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1118.00
P001594,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,666.00
P001595,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,595.00
P001596,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1010.00
P000186,2025-08-22,CGN,KARTHIKA-AGENCIES,FINAL,2770.97
P001597,2025-08-22,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P000187,2025-08-22,CGN,VOLUME-SALES,FINAL,41398.14
P001598,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,734.00
P000188,2025-08-22,CGN,MIKKU--DISTRIBUTIONS,FINAL,18161.48
P001600,2025-08-22,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1705.00
P000189,2025-08-22,CGN,VARIETY FASHION 9995304220,FINAL,2180.00
P000190,2025-08-22,CGN,KREEM FOODS (P) LTD,FINAL,4078.85
P001601,2025-08-23,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,55080.00
P001602,2025-08-23,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,32961.60
P001603,2025-08-23,ACCOUNTS,313 STAR TRADE LINK,FINAL,11111.40
P001604,2025-08-23,ACCOUNTS,K R ASSOCIATES  9895683835,FINAL,19396.90
P001605,2025-08-23,ACCOUNTS,FRESH-FOOD,FINAL,3825.00
P001606,2025-08-23,ACCOUNTS,NALLA-FOODS,FINAL,47824.00
P001607,2025-08-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,9365.88
P001608,2025-08-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,16193.00
P001609,2025-08-23,ACCOUNTS,A.ABDUL-SALAM,FINAL,1890.00
P001610,2025-08-23,ACCOUNTS,M.H TRADERS 9895683835,FINAL,10952.00
P001611,2025-08-23,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,13422.00
P001612,2025-08-23,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,5124.99
P001613,2025-08-23,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,28000.00
P001614,2025-08-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,6885.00
P001615,2025-08-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9198.00
P001616,2025-08-23,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8767.50
P001617,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,406.00
P001618,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,460.00
P001619,2025-08-23,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,610.00
P001620,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,511.00
P001621,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,733.00
P001622,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1323.00
P001623,2025-08-23,ACCOUNTS,MURALYA-DAIRY,FINAL,975.00
P001624,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,977.00
P001625,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,320.00
P001626,2025-08-23,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001627,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,837.00
P001628,2025-08-23,ACCOUNTS,MURALYA-DAIRY,FINAL,315.00
P001629,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,274.00
P001630,2025-08-23,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2095.00
P001631,2025-08-23,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,2880.00
P001632,2025-08-23,ACCOUNTS,MURALYA-DAIRY,FINAL,2124.00
P000191,2025-08-23,CGN,A.K.M ENTERPRISES 9249773639,FINAL,16364.50
P000192,2025-08-23,CGN,SREE-SIVA-AGENCIES,FINAL,24139.08
P000193,2025-08-23,CGN,SACHINA-AGENCIES,FINAL,19856.15
P001633,2025-08-23,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,3900.00
P001634,2025-08-23,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,6259.99
P001635,2025-08-23,ACCOUNTS,BSP-PAPER-PRODUCTS,FINAL,8449.00
P001636,2025-08-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,15799.96
P001637,2025-08-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,6173.76
P001638,2025-08-23,ACCOUNTS,HOTELIERS-CHOICE,FINAL,16193.00
P001639,2025-08-25,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,35304.88
P001640,2025-08-25,ACCOUNTS,URBAN-STANISLAUS-AND-COMPANY,FINAL,242077.60
P001641,2025-08-25,ACCOUNTS,Q BAGS PVT LTD,FINAL,35742.00
P001642,2025-08-25,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,23525.62
P001644,2025-08-25,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,19200.00
P001645,2025-08-25,ACCOUNTS,TISSCORP,FINAL,24957.00
P001646,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,16702.20
P001647,2025-08-25,ACCOUNTS,SIBI-STORE,FINAL,116177.12
P001648,2025-08-25,ACCOUNTS,COCHIN-BAKERS-AND-SPICES,FINAL,46075.21
P001649,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,11052.00
P001650,2025-08-25,ACCOUNTS,M.H TRADERS 9895683835,FINAL,19744.50
P001651,2025-08-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,7669.99
P001652,2025-08-25,ACCOUNTS,A.ABDUL-SALAM,FINAL,2094.00
P001653,2025-08-25,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,33012.00
P001654,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,599.00
P001655,2025-08-25,ACCOUNTS,MURALYA-DAIRY,FINAL,487.80
P001656,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,287.00
P001657,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1398.00
P001658,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1457.00
P001659,2025-08-25,ACCOUNTS,MURALYA-DAIRY,FINAL,823.00
P001660,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,958.00
P001661,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1888.00
P001662,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1292.00
P001663,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,473.00
P001664,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,378.00
P001665,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1516.00
P001666,2025-08-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,535.00
P001667,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1238.00
P001668,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1698.00
P001669,2025-08-25,ACCOUNTS,MURALYA-DAIRY,FINAL,1342.00
P001670,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,750.00
P001671,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,463.00
P001672,2025-08-25,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001673,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,254.00
P001674,2025-08-25,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,2316.00
P001675,2025-08-25,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,5462.00
P001677,2025-08-25,ACCOUNTS,MURALYA-DAIRY,FINAL,1814.92
P001678,2025-08-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,8749.98
P001679,2025-08-25,ACCOUNTS,M.H TRADERS 9895683835,FINAL,13920.00
P001680,2025-08-25,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,10105.00
P001681,2025-08-25,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,340.00
P001682,2025-08-25,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,8347.98
P001683,2025-08-25,ACCOUNTS,A.ABDUL-SALAM,FINAL,2188.01
P001684,2025-08-25,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,8950.50
P001685,2025-08-25,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,9000.00
P001686,2025-08-25,ACCOUNTS,ABRAHAM AND SONS 8281344674,FINAL,11250.00
P001688,2025-08-25,ACCOUNTS,PRINTSHOP 04842398151,FINAL,1298.00
P001689,2025-08-25,ACCOUNTS,PRINTSHOP 04842398151,FINAL,5919.00
P001690,2025-08-25,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,32154.60
P001691,2025-08-25,ACCOUNTS,SKM EGG PRODUCTS EXPORT(INDIA) LIMITED 4242351532,FINAL,19057.50
P000194,2025-08-25,CGN,ZAM-ZAM-TRADE-LINK,FINAL,4404.00
P001692,2025-08-25,ACCOUNTS,SNEHA-ENTERPRISES,FINAL,6592.99
P001693,2025-08-25,ACCOUNTS,ZAM-ZAM-TRADE-LINK,FINAL,19207.62
P001694,2025-08-25,ACCOUNTS,MAMVILAYIL-MEDINEEDS,FINAL,6906.90
P001695,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,13390.20
P001696,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,13410.00
P001697,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,13397.40
P001698,2025-08-25,ACCOUNTS,313 STAR TRADE LINK,FINAL,11120.40
P001699,2025-08-26,ACCOUNTS,SUNRISE HAIWA 9946315232,FINAL,53325.00
P001700,2025-08-26,ACCOUNTS,313 STAR TRADE LINK,FINAL,11010.60
P001701,2025-08-26,ACCOUNTS,MAMVILAYIL-MEDINEEDS,FINAL,10304.00
P001702,2025-08-26,ACCOUNTS,M.H TRADERS 9895683835,FINAL,17835.00
P001703,2025-08-26,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,12608.00
P001704,2025-08-26,ACCOUNTS,A.ABDUL-SALAM,FINAL,2044.00
P001705,2025-08-26,ACCOUNTS,A.ABDUL-SALAM,FINAL,3847.00
P001706,2025-08-26,ACCOUNTS,KRISHNA COCONUT DEALER 9447989851,FINAL,6700.00
P000195,2025-08-26,CGN,VALIYAVEEDANS-AGENCIES,FINAL,28872.24
P000196,2025-08-26,CGN,VALIYAVEEDANS-AGENCIES,FINAL,34612.58
P000197,2025-08-26,CGN,KREEM FOODS (P) LTD,FINAL,25112.16
P000198,2025-08-26,CGN,RAMD-ENTERPRISES,FINAL,10722.77
P000199,2025-08-27,CGN,RAHIM-ENTERPRISES,FINAL,22698.16
P000200,2025-08-27,CGN,RAHIM-ENTERPRISES,FINAL,19127.25
P001707,2025-08-27,ACCOUNTS,M.H TRADERS 9895683835,FINAL,4029.30
P001708,2025-08-27,ACCOUNTS,K.ABDUL-MAJEED---KULAKADA,FINAL,688.00
P001709,2025-08-27,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,9006.99
P001710,2025-08-27,ACCOUNTS,A.ABDUL-SALAM,FINAL,1884.00
P001711,2025-08-27,ACCOUNTS,S S HALAL CHICKEN CENTRE 9495568969,FINAL,34006.00
P001712,2025-08-27,ACCOUNTS,SAGAR AGENCIES 9446377469,FINAL,12372.55
P001713,2025-08-27,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9203.00
P001714,2025-08-27,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7590.01
P001715,2025-08-27,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,9201.00
P001716,2025-08-27,ACCOUNTS,ELANAD MILK PRIVATE LIMITES 7593883322S,FINAL,7560.00
P001718,2025-08-27,ACCOUNTS,NANDHUS-BHARAT-GAS,FINAL,56700.00
P001719,2025-08-27,ACCOUNTS,SURABHI OIL INDUSTRIES 8926555566,FINAL,41000.00
P001720,2025-08-27,ACCOUNTS,HOTELIERS-CHOICE,FINAL,22799.96
P001721,2025-08-27,ACCOUNTS,HOTELIERS-CHOICE,FINAL,4438.55
P001722,2025-08-27,ACCOUNTS,HOTELIERS-CHOICE,FINAL,18892.00
P001723,2025-08-27,ACCOUNTS,VALIYAVEEDANS-AGENCIES,FINAL,35122.82
P001724,2025-08-27,ACCOUNTS,313 STAR TRADE LINK,FINAL,11113.20
P001725,2025-08-27,ACCOUNTS,SUPER-TRADERS,FINAL,24503.02
P001726,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,611.00
P001727,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,488.05
P001728,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,877.00
P001729,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1094.00
P001730,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1141.00
P001732,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,457.00
P001733,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,434.00
P001735,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,906.00
P001736,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,529.00
P001737,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,175.17
P001738,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,254.00
P001739,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,308.00
P001740,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1873.00
P001741,2025-08-27,ACCOUNTS,JOHNY-BEEF-MERCHANT,FINAL,1800.00
P001742,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,2073.75
P001743,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,255.00
P001744,2025-08-27,ACCOUNTS,GREEN-LAND-VEGETABLES,FINAL,650.00
P001745,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1865.00
P000201,2025-08-27,CGN,SNEHA-ENTERPRISES,FINAL,23651.78
P001746,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1776.00
P001747,2025-08-27,ACCOUNTS,MURALYA-DAIRY,FINAL,620.00
P001748,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,1002.00
P001749,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,376.00
P001750,2025-08-27,ACCOUNTS,SALIM FRUITS 9895683835,FINAL,390.00
